"cluster","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"7","Adamtsl1",6.62774612710141e-74,1.93240702229753,0.205,0.117,1.64222293537319e-69
"7","Tox3",0,1.79515672864466,0.45,0.163,0
"7","Npnt",3.53931390230901e-153,1.71322871254187,0.138,0.047,8.76971198714127e-149
"7","Col11a1",0,1.70615035181196,0.664,0.348,0
"7","Cacna2d1",0,1.65925108186187,0.926,0.613,0
"7","Trhde",0,1.64323731572333,0.699,0.399,0
"8","Grin2c",0,3.82934847521539,0.259,0.025,0
"8","Gbx1",0,3.67886541341173,0.321,0.026,0
"8","Megf10",0,2.84331851177127,0.446,0.102,0
"8","Elfn1",0,2.7417073856538,0.493,0.114,0
"8","Sox6",0,2.73058436339529,0.803,0.268,0
"8","Casz1",0,2.54115193605767,0.211,0.044,0
"8","Kcnmb4",0,2.35661476751818,0.452,0.166,0
"8","Npas1",8.10343375283971e-178,2.29892375513096,0.11,0.028,2.00786881527862e-173
"8","Arhgef26",4.39069109478397e-165,2.29843258760899,0.255,0.119,1.08792543946557e-160
"8","Adarb2",0,2.29221811302075,0.996,0.826,0
"8","Dusp10",0,2.27020500541043,0.185,0.046,0
"8","Sertm1",0,2.17598397840041,0.181,0.042,0
"8","Stxbp6",0,2.17254182420166,0.712,0.316,0
"8","Lhx6",0,2.15581856279047,0.428,0.1,0
"8","Satb1",9.84743363442359e-277,2.13485502382431,0.269,0.098,2.43999710593748e-272
"8","Pparg",0,2.12472017425869,0.235,0.059,0
"8","Pde3a",0,2.10326024436568,0.414,0.162,0
"8","Slc16a10",0,2.09665692739828,0.369,0.109,0
"8","Stac2",0,2.06208801938824,0.189,0.046,0
"8","L3mbtl4",0,2.04824327446757,0.489,0.196,0
"9","Sim1",0,5.77961214569295,0.623,0.023,0
"9","Sim2",0,5.72648557747804,0.14,0.003,0
"9","Adcyap1",0,4.2456099631874,0.186,0.01,0
"9","Pmfbp1",0,4.11480789471765,0.129,0.01,0
"9","Onecut1",0,3.97082587345167,0.187,0.015,0
"9","Neurod1",0,3.65850564358268,0.109,0.009,0
"9","Cbln1",0,3.62635916128701,0.141,0.012,0
"9","Bnc2",3.179164254928e-132,3.45206130307257,0.139,0.046,7.8773331908606e-128
"9","Chst8",0,3.45018433182034,0.624,0.088,0
"9","Uncx",0,3.44994489523627,0.128,0.012,0
"9","Adamts2",0,3.30193314634094,0.367,0.052,0
"9","Ebf1",0,3.30009593342019,0.516,0.135,0
"9","Bdnf",0,3.2382919465787,0.19,0.023,0
"9","Lhx2",0,3.03557376609633,0.138,0.017,0
"9","Onecut2",0,2.77995082160672,0.34,0.077,0
"9","Col6a3",0,2.73688934360687,0.2,0.039,0
"9","Slc17a6",0,2.4471831386435,0.573,0.105,0
"9","Map3k15",1.9246685224945e-226,2.41293157490478,0.106,0.019,4.76894366503686e-222
"9","Tmem163",0,2.29477314009722,0.637,0.169,0
"9","Col14a1",1.06017098134199e-185,2.2650420645095,0.123,0.029,2.62689165756919e-181
